"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pagename","Input.post_id","Input.comment_id","Input.comment","Answer.Language","Answer.question","Approve","Reject"
"34R3P23QHS27WH7PTYB53PDTNJMHW8","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3EO896NRAWWEIQWFCWEGH2IWC4CJT0","A12SMSQ6D5227J","Approved","Sat Oct 07 12:53:47 PDT 2017","Sat Oct 07 12:53:50 PDT 2017","Tue Oct 10 12:53:50 PDT 2017","Sat Oct 07 13:57:30 PDT 2017","","","3","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_1829958440355121","Zihui Lam","wsj|8304333127_10156668072748128|10156668072748128_1829958440355121|Zihui Lam","6"
"34R3P23QHS27WH7PTYB53PDTNJMHW8","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3OXV7EAXLERXVEJEDYE0QL9TWZG36Y","A1ZKYRW46JBCDV","Approved","Sat Oct 07 12:56:59 PDT 2017","Sat Oct 07 13:02:10 PDT 2017","Tue Oct 10 13:02:10 PDT 2017","Sat Oct 07 13:57:30 PDT 2017","","","311","100% (31/31)","100% (31/31)","100% (31/31)","wsj","8304333127_10156668072748128","10156668072748128_1829958440355121","Zihui Lam","wsj|8304333127_10156668072748128|10156668072748128_1829958440355121|Zihui Lam","5"
"3XU9MCX6VODY9VNLBJYSTMZA6LPR2X","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","31LM9EDVOLTGNDRVF0S483C4NMRNJ4","A2T5CROJ0FWIJY","Approved","Sat Oct 07 12:59:06 PDT 2017","Sat Oct 07 13:16:22 PDT 2017","Tue Oct 10 13:16:22 PDT 2017","Sat Oct 07 13:57:07 PDT 2017","","","1036","100% (16/16)","100% (16/16)","100% (16/16)","wsj","8304333127_10156668072748128","10156668072748128_278768289277416","Amanda Dookie","wsj|8304333127_10156668072748128|10156668072748128_278768289277416|Amanda Dookie","5"
"3XU9MCX6VODY9VNLBJYSTMZA6LPR2X","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","34V1S5K3GS2JAG8UU7FAHYCFWRQ69I","A1ZKYRW46JBCDV","Approved","Sat Oct 07 12:59:02 PDT 2017","Sat Oct 07 13:04:28 PDT 2017","Tue Oct 10 13:04:28 PDT 2017","Sat Oct 07 13:57:07 PDT 2017","","","326","100% (31/31)","100% (31/31)","100% (31/31)","wsj","8304333127_10156668072748128","10156668072748128_278768289277416","Amanda Dookie","wsj|8304333127_10156668072748128|10156668072748128_278768289277416|Amanda Dookie","5"
"3XU9MCX6VODY9VNLBJYSTMZA6LPR2X","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3F6HPJW4JD164B210GDZ553EEN92WN","A12SMSQ6D5227J","Approved","Sat Oct 07 12:56:34 PDT 2017","Sat Oct 07 12:56:37 PDT 2017","Tue Oct 10 12:56:37 PDT 2017","Sat Oct 07 13:57:08 PDT 2017","","","3","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_278768289277416","Amanda Dookie","wsj|8304333127_10156668072748128|10156668072748128_278768289277416|Amanda Dookie","5"
"33P2GD6NRNTG1HD84KS2FEJY0CDKHF","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","32VNZTT0A75BZT0250MHBLSV6MPR44","A12SMSQ6D5227J","Approved","Sat Oct 07 12:55:08 PDT 2017","Sat Oct 07 12:55:11 PDT 2017","Tue Oct 10 12:55:11 PDT 2017","Sat Oct 07 13:57:29 PDT 2017","","","3","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_482545285449002","Allison Joyce Solon","wsj|8304333127_10156668072748128|10156668072748128_482545285449002|Allison Joyce Solon","5"
"33P2GD6NRNTG1HD84KS2FEJY0CDKHF","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3BV8HQ2ZZW2XFZIZMDTADTNZ298A61","A3CMDYA9USA3MR","Approved","Sat Oct 07 12:56:36 PDT 2017","Sat Oct 07 13:08:52 PDT 2017","Tue Oct 10 13:08:52 PDT 2017","Sat Oct 07 13:57:29 PDT 2017","","","736","100% (29/29)","100% (29/29)","100% (29/29)","wsj","8304333127_10156668072748128","10156668072748128_482545285449002","Allison Joyce Solon","wsj|8304333127_10156668072748128|10156668072748128_482545285449002|Allison Joyce Solon","5"
"33P2GD6NRNTG1HD84KS2FEJY0CDKHF","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3PZDLQMM0TMXQDWWJPDYTBWBM7QC2N","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:53:54 PDT 2017","Sat Oct 07 12:54:42 PDT 2017","Tue Oct 10 12:54:42 PDT 2017","Sat Oct 07 13:57:29 PDT 2017","","","48","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_482545285449002","Allison Joyce Solon","wsj|8304333127_10156668072748128|10156668072748128_482545285449002|Allison Joyce Solon","5"
"3X52SWXE0X6GF9W976X4SYGDARHWCE","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","30BXRYBRP4YAJ15JJ1G6S99G36QWHY","A3KQEFX15OV461","Approved","Sat Oct 07 12:55:12 PDT 2017","Sat Oct 07 12:55:27 PDT 2017","Tue Oct 10 12:55:27 PDT 2017","Sat Oct 07 13:57:06 PDT 2017","","","15","100% (11/11)","100% (11/11)","100% (11/11)","wsj","8304333127_10156668072748128","10156668072748128_232405377287408","Look like for iPhone 7??","wsj|8304333127_10156668072748128|10156668072748128_232405377287408|Look like for iPhone 7??","5"
"3X52SWXE0X6GF9W976X4SYGDARHWCE","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3FDJT1UU749788R7TLWUF1CVBQR5KV","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:57:54 PDT 2017","Sat Oct 07 13:00:11 PDT 2017","Tue Oct 10 13:00:11 PDT 2017","2017-10-07 20:57:06 UTC","","","137","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_232405377287408","Look like for iPhone 7??","wsj|8304333127_10156668072748128|10156668072748128_232405377287408|Look like for iPhone 7??","5"
"3X52SWXE0X6GF9W976X4SYGDARHWCE","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3ZDAD0O1T1EFDA14T0TH8BQBN2RXT2","A166A2M31CW2C7","Approved","Sat Oct 07 12:57:09 PDT 2017","Sat Oct 07 12:57:17 PDT 2017","Tue Oct 10 12:57:17 PDT 2017","Sat Oct 07 13:57:06 PDT 2017","","","8","58% (14/24)","58% (14/24)","58% (14/24)","wsj","8304333127_10156668072748128","10156668072748128_232405377287408","Look like for iPhone 7??","wsj|8304333127_10156668072748128|10156668072748128_232405377287408|Look like for iPhone 7??","5"
"3A9LA2FRWSFMLHCF337R58R0WLSHX1","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3RYC5T2D73UXOMML3KE5EJ3QXILRPV","A3CCQGGJFEE0GU","Approved","Sat Oct 07 12:55:55 PDT 2017","Sat Oct 07 12:55:59 PDT 2017","Tue Oct 10 12:55:59 PDT 2017","Sat Oct 07 13:57:40 PDT 2017","","","4","100% (24/24)","100% (24/24)","100% (24/24)","wsj","8304333127_10156668072748128","10156668072748128_120047402038138","Ashraf M Q Abdulhamed","wsj|8304333127_10156668072748128|10156668072748128_120047402038138|Ashraf M Q Abdulhamed","5"
"3A9LA2FRWSFMLHCF337R58R0WLSHX1","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3SKRO2GZ71S8KQQOSYUICBZEZAM1K9","AMVBZXM810ZMA","Approved","Sat Oct 07 12:54:48 PDT 2017","Sat Oct 07 12:57:23 PDT 2017","Tue Oct 10 12:57:23 PDT 2017","Sat Oct 07 13:57:41 PDT 2017","","","155","100% (61/61)","100% (61/61)","100% (61/61)","wsj","8304333127_10156668072748128","10156668072748128_120047402038138","Ashraf M Q Abdulhamed","wsj|8304333127_10156668072748128|10156668072748128_120047402038138|Ashraf M Q Abdulhamed","6"
"3A9LA2FRWSFMLHCF337R58R0WLSHX1","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3Z2R0DQ0JHFCNBGAFGJTJZWE7J42E7","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:55:50 PDT 2017","Sat Oct 07 12:58:18 PDT 2017","Tue Oct 10 12:58:18 PDT 2017","Sat Oct 07 13:57:41 PDT 2017","","","148","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_120047402038138","Ashraf M Q Abdulhamed","wsj|8304333127_10156668072748128|10156668072748128_120047402038138|Ashraf M Q Abdulhamed","6"
"3MQKOF1EE2PQK12N72SFC4YVVRTWDE","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","33L7PJKHCGZPY90WLSHPSC9IWTIT8Q","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:54:16 PDT 2017","Sat Oct 07 12:56:41 PDT 2017","Tue Oct 10 12:56:41 PDT 2017","Sat Oct 07 13:57:48 PDT 2017","","","145","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_120261428638947","Jevamalar Pechamuthu Vidyaa Paramasivam Pillai Syuhada Othaman Alek","wsj|8304333127_10156668072748128|10156668072748128_120261428638947|Jevamalar Pechamuthu Vidyaa Paramasivam Pillai Syuhada Othaman Alek","6"
"3MQKOF1EE2PQK12N72SFC4YVVRTWDE","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3SKEMFQBZ36QVQA9RJ3XRLMMDGS8K0","A3CMDYA9USA3MR","Approved","Sat Oct 07 12:56:57 PDT 2017","Sat Oct 07 13:17:07 PDT 2017","Tue Oct 10 13:17:07 PDT 2017","Sat Oct 07 13:57:48 PDT 2017","","","1210","100% (29/29)","100% (29/29)","100% (29/29)","wsj","8304333127_10156668072748128","10156668072748128_120261428638947","Jevamalar Pechamuthu Vidyaa Paramasivam Pillai Syuhada Othaman Alek","wsj|8304333127_10156668072748128|10156668072748128_120261428638947|Jevamalar Pechamuthu Vidyaa Paramasivam Pillai Syuhada Othaman Alek","5"
"3MQKOF1EE2PQK12N72SFC4YVVRTWDE","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:13 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:13 PDT 2017","","","3TDXMTX3CBVCLH1XY1LNURBIFHC6I0","A12SMSQ6D5227J","Approved","Sat Oct 07 12:54:10 PDT 2017","Sat Oct 07 12:54:13 PDT 2017","Tue Oct 10 12:54:13 PDT 2017","Sat Oct 07 13:57:48 PDT 2017","","","3","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_120261428638947","Jevamalar Pechamuthu Vidyaa Paramasivam Pillai Syuhada Othaman Alek","wsj|8304333127_10156668072748128|10156668072748128_120261428638947|Jevamalar Pechamuthu Vidyaa Paramasivam Pillai Syuhada Othaman Alek","6"
